1620468242.798		40604	19624	102	20517	361	39922	18	0	71	0
1620468243.080		37843	17331	36	20284	192	37510	18	0	71	0
1620468243.360		72753	54309	44	18218	182	72396	18	0	71	0
1620468243.639		39498	18581	78	20437	402	38809	18	0	71	0
1620468243.917		36139	19247	49	16602	241	35730	18	0	71	0
1620468244.193		44090	25208	88	18422	372	43445	18	0	71	0
1620468244.469		92530	65496	80	26542	412	91866	18	0	71	0
1620468244.744		39110	19295	100	19340	375	38383	18	0	71	0
1620468245.018		55490	30581	85	24400	424	54767	18	0	71	0
1620468245.290		54909	28111	87	26326	385	54239	18	0	71	0
1620468245.562		56249	20511	82	35283	373	55600	18	0	71	0
1620468245.833		50801	26108	56	24469	168	50393	18	0	71	0
1620468246.102		40614	19834	86	20199	495	39828	18	0	71	0
1620468246.371		79417	15963	84	63237	133	79005	18	0	71	0
1620468246.639		38846	18919	31	19756	140	38592	18	0	71	0
1620468246.904		38176	17429	40	20558	149	37899	18	0	71	0
1620468247.171		40663	16256	29	24229	149	40396	18	0	71	0
1620468247.436		36606	15687	79	20455	385	35967	18	0	71	0
1620468247.700		58215	38722	89	19076	328	57604	18	0	71	0
1620468247.963		45161	19323	85	25373	380	44510	18	0	71	0
1620468248.225		32363	16577	77	15349	360	31731	18	0	71	0
1620468248.487		40187	19817	77	20085	208	39725	18	0	71	0
1620468248.747		46704	20783	89	25598	234	46182	18	0	71	0
1620468249.007		68297	34850	88	32972	387	67609	18	0	71	0
1620468249.265		37260	16764	59	20277	160	36815	18	0	71	0
1620468249.523		46882	18724	90	27702	366	46197	18	0	71	0
1620468249.779		38760	17544	28	20800	388	38228	18	0	71	0
1620468250.036		41597	20908	76	20225	388	40955	18	0	71	0
1620468250.291		39859	16305	28	23177	349	39371	18	0	71	0
1620468250.546		36609	15612	86	20516	395	35934	18	0	71	0
1620468250.799		113791	17653	29	95687	422	113251	18	0	71	0
1620468251.052		48463	19745	94	28147	477	47704	18	0	71	0
1620468251.304		39288	18281	32	20817	158	38995	18	0	71	0
1620468251.555		42733	24771	98	17422	442	41980	18	0	71	0
1620468251.806		40774	15981	43	24587	163	40390	18	0	71	0
1620468252.054		44232	18344	87	25434	367	43592	18	0	71	0
1620468252.304		44175	23662	32	20322	159	43880	18	0	71	0
1620468252.552		43498	19727	106	23301	364	42829	18	0	71	0
1620468252.799		78719	55530	109	22665	415	77984	18	0	71	0
1620468253.045		37555	16555	35	20774	191	37234	18	0	71	0
1620468253.292		41684	20604	80	20557	443	40972	18	0	71	0
1620468253.537		65300	31909	82	32915	394	64623	18	0	71	0
1620468253.781		48744	27726	28	20853	137	48451	18	0	71	0
1620468254.025		32413	16610	119	15332	352	31754	18	0	71	0
1620468254.268		65158	39097	28	25897	136	64809	18	0	71	0
1620468254.509		37902	17411	84	19952	455	37171	18	0	71	0
1620468254.751		42715	23489	90	18877	259	42157	18	0	71	0
1620468254.992		40976	19887	80	20595	414	40280	18	0	71	0
1620468255.231		36526	15536	93	20543	354	35877	18	0	71	0
1620468255.472		35560	19673	74	15376	437	34838	18	0	71	0
1620468255.710		39103	17614	87	21026	376	38405	18	0	71	0
1620468255.948		40208	19584	77	20191	356	39557	18	0	71	0
1620468256.186		36640	16078	118	20062	382	35914	18	0	71	0
1620468256.422		40649	19727	81	20384	457	39904	18	0	71	0
1620468256.658		59991	41945	103	17441	502	59173	18	0	71	0
1620468256.894		38442	18017	36	20218	171	38142	18	0	71	0
1620468257.127		40621	19728	80	20297	516	39818	18	0	71	0
1620468257.361		36610	15405	74	20883	248	36094	18	0	71	0
1620468257.596		37310	16453	45	20576	236	36889	18	0	71	0
1620468257.829		37869	18249	28	19370	222	37524	18	0	71	0
1620468258.061		41660	16737	30	24744	149	41397	18	0	71	0
1620468258.292		40821	20060	78	20297	386	40190	18	0	71	0
1620468258.523		201432	19401	75	181583	373	200801	18	0	71	0
1620468258.754		43443	18208	48	25046	141	43096	18	0	71	0
1620468258.983		40596	19868	76	19704	948	39380	18	0	71	0
1620468259.213		59661	41451	110	17787	313	59041	18	0	71	0
1620468259.441		32537	15941	92	16122	382	31836	18	0	71	0
1620468259.668		39571	19673	91	19335	472	38777	18	0	71	0
1620468259.895		42150	17775	78	23923	374	41507	18	0	71	0
1620468260.123		59496	19083	90	39898	425	58768	18	0	71	0
1620468260.349		49824	21029	42	28390	363	49327	18	0	71	0
1620468260.575		42659	24881	79	17249	450	41931	18	0	71	0
1620468260.800		38421	17295	28	20938	160	38150	18	0	71	0
1620468261.024		32479	17517	90	14500	372	31811	18	0	71	0
1620468261.247		39355	20937	80	18116	222	38859	18	0	71	0
1620468261.472		48706	19714	78	28545	369	48069	18	0	71	0
1620468261.694		32981	17132	90	15353	406	32262	18	0	71	0
1620468261.917		41469	20684	81	20349	355	40838	18	0	71	0
1620468262.138		39763	19213	87	20092	371	39097	18	0	71	0
1620468262.359		33294	17938	40	15112	204	32937	18	0	71	0
1620468262.580		39632	16965	102	22155	410	38927	18	0	71	0
1620468262.800		37589	16804	38	20601	146	37226	18	0	71	0
1620468263.020		85698	18094	55	67400	149	85319	18	0	71	0
1620468263.239		38575	18710	99	19273	493	37758	18	0	71	0
1620468263.456		46892	28051	86	18376	379	46222	18	0	71	0
1620468263.674		75084	52216	107	22366	395	74358	18	0	71	0
1620468263.891		44775	20828	102	23342	503	43952	18	0	71	0
1620468264.109		39588	18310	34	21017	227	39240	18	0	71	0
1620468264.326		68020	41976	98	25505	441	67362	18	0	71	0
1620468264.542		55702	26691	106	28535	370	55002	18	0	71	0
1620468264.757		42556	21484	103	20776	193	42075	18	0	71	0
1620468264.972		71568	46944	82	24138	404	70879	18	0	71	0
1620468265.186		43905	22924	85	20493	403	43221	18	0	71	0
1620468265.400		56966	28343	76	28159	388	56298	18	0	71	0
1620468265.614		76093	51560	92	24023	418	75386	18	0	71	0
1620468265.827		44020	20142	33	23665	180	43718	18	0	71	0
1620468266.039		43197	18713	129	23985	370	42481	18	0	71	0
1620468266.251		56531	33961	87	22187	296	55923	18	0	71	0
1620468266.463		34477	18695	79	15237	466	33722	18	0	71	0
1620468266.674		51727	24136	86	27118	387	51051	18	0	71	0
1620468266.884		98412	75883	86	22039	404	97782	18	0	71	0
1620468267.095		37697	17239	90	19939	429	36979	18	0	71	0
1620468267.304		40554	18144	38	22237	135	40278	18	0	71	0
1620468267.513		75409	57337	80	17591	401	74727	18	0	71	0
1620468267.722		41782	20813	103	20454	412	41068	18	0	71	0
1620468267.930		38296	17584	75	20273	364	37657	18	0	71	0
1620468268.138		45009	19648	83	24930	348	44398	18	0	71	0
1620468268.346		42808	17737	113	24480	478	42010	18	0	71	0
1620468268.553		63916	33987	33	29734	162	63632	18	0	71	0
1620468268.758		201558	18345	50	182898	265	201097	18	0	71	0
1620468268.965		58635	27435	24	31019	157	58392	18	0	71	0
1620468269.171		44455	16472	29	27791	163	44176	18	0	71	0
1620468269.376		36439	16122	52	19901	364	35906	18	0	71	0
1620468269.581		44035	16255	76	27175	529	43228	18	0	71	0
1620468269.785		38133	17537	121	20117	358	37466	18	0	71	0
1620468269.989		44014	17394	104	26153	363	43412	18	0	71	0
1620468270.191		31495	15444	107	15536	408	30765	18	0	71	0
1620468270.395		44478	16891	30	27332	225	44130	18	0	71	0
1620468270.598		39805	19220	81	20009	495	39035	18	0	71	0
1620468270.799		38652	17419	80	20792	361	38036	18	0	71	0
1620468271.002		69117	19898	83	48749	387	68451	18	0	71	0
1620468271.204		38904	17611	93	20670	530	38081	18	0	71	0
1620468271.405		36518	16436	32	19830	220	36177	18	0	71	0
1620468271.605		33210	16673	92	16020	425	32505	18	0	71	0
1620468271.806		37640	16565	109	20529	437	36856	18	0	71	0
1620468272.005		82320	53183	82	28686	369	81669	18	0	71	0
1620468272.205		38885	17297	106	20557	925	37640	18	0	71	0
1620468272.404		39578	18321	31	21071	155	39306	18	0	71	0
1620468272.602		93538	20988	90	71944	516	92685	18	0	71	0
1620468272.800		32520	16081	76	15917	446	31797	18	0	71	0
1620468272.997		46053	20031	32	25657	333	45598	18	0	71	0
1620468273.196		37214	15699	79	21021	415	36522	18	0	71	0
1620468273.393		51629	18979	36	32330	284	51201	18	0	71	0
1620468273.589		39065	18659	88	19967	351	38461	18	0	71	0
1620468273.786		44436	16439	79	27522	396	43742	18	0	71	0
1620468273.982		73606	24107	31	49248	220	73259	18	0	71	0
1620468274.177		40495	20549	79	19455	412	39774	18	0	71	0
1620468274.373		39664	18722	34	20737	171	39280	18	0	71	0
1620468274.567		70575	54399	87	15651	438	69837	18	0	71	0
1620468274.762		43963	19863	118	23465	517	43131	18	0	71	0
1620468274.956		37106	15912	56	20900	238	36675	18	0	71	0
1620468275.150		191146	29089	77	161546	434	190448	18	0	71	0
1620468275.342		39933	20056	75	19569	233	39448	18	0	71	0
1620468275.536		31821	15865	96	15485	375	31118	18	0	71	0
1620468275.729		35409	18110	88	16876	335	34786	18	0	71	0
1620468275.921		32167	15140	29	16813	185	31864	18	0	71	0
1620468276.113		91786	69265	89	21969	463	91028	18	0	71	0
1620468276.304		84291	45263	119	38532	377	83573	18	0	71	0
1620468276.496		127329	73152	82	53706	389	126727	18	0	71	0
1620468276.686		51900	23184	87	28154	475	51174	18	0	71	0
1620468276.877		59948	31577	29	28202	140	59603	18	0	71	0
1620468277.067		39970	14520	95	25000	355	39316	18	0	71	0
1620468277.256		46059	30209	105	15329	416	45350	18	0	71	0
1620468277.446		40894	16048	39	24617	190	40549	18	0	71	0
1620468277.636		42160	21251	42	20651	216	41795	18	0	71	0
1620468277.824		38482	17905	34	20394	149	38198	18	0	71	0
1620468278.013		43061	19709	77	22878	397	42390	18	0	71	0
1620468278.200		44836	16961	54	27529	292	44350	18	0	71	0
1620468278.389		91091	60702	36	30102	251	90720	18	0	71	0
1620468278.576		41864	16897	77	24504	386	41207	18	0	71	0
1620468278.762		41048	19560	109	20873	506	40237	18	0	71	0
1620468278.950		38465	17654	91	20316	404	37853	18	0	71	0
1620468279.137		41008	20217	89	20300	402	40323	18	0	71	0
1620468279.323		40089	19672	74	20183	160	39647	18	0	71	0
1620468279.509		39625	18474	33	20977	141	39365	18	0	71	0
1620468279.694		54240	37940	50	16067	183	53869	18	0	71	0
1620468279.880		38015	16488	43	21318	166	37673	18	0	71	0
1620468280.064		38849	19108	26	19584	131	38609	18	0	71	0
1620468280.249		45478	18466	38	26615	359	44965	18	0	71	0
1620468280.433		46703	19603	78	26604	418	46048	18	0	71	0
1620468280.617		31037	14718	97	15801	421	30287	18	0	71	0
1620468280.801		37369	16640	43	20473	213	36902	18	0	71	0
1620468280.984		49248	26184	106	22571	387	48553	18	0	71	0
1620468281.167		45159	19938	108	24629	484	44361	18	0	71	0
1620468281.350		45725	17721	87	27471	446	45049	18	0	71	0
1620468281.532		40674	20079	80	20154	361	40035	18	0	71	0
1620468281.715		39482	17843	109	21051	479	38659	18	0	71	0
1620468281.896		46550	21239	90	24788	433	45894	18	0	71	0
1620468282.077		40814	19475	101	20821	417	40074	18	0	71	0
1620468282.259		88946	69595	32	19082	237	88579	18	0	71	0
1620468282.439		39607	17461	82	21644	420	38885	18	0	71	0
1620468282.620		38756	16750	108	21437	461	37975	18	0	71	0
1620468282.801		193725	16308	93	176829	495	193027	18	0	71	0
1620468282.981		37804	16899	90	20243	572	36947	18	0	71	0
1620468283.161		36451	15234	35	21030	152	36170	18	0	71	0
1620468283.340		38319	17265	79	20554	421	37614	18	0	71	0
1620468283.519		63451	45709	82	17289	371	62792	18	0	71	0
1620468283.697		71437	25917	97	45261	162	70989	18	0	71	0
1620468283.876		42045	20746	57	20805	437	41347	18	0	71	0
1620468284.054		44600	24285	35	20128	152	44317	18	0	71	0
1620468284.233		46938	25961	58	20762	157	46540	18	0	71	0
1620468284.411		66338	35674	80	30207	377	65695	18	0	71	0
1620468284.588		53489	31090	83	21846	470	52712	18	0	71	0
1620468284.766		102708	23353	34	79142	179	102342	18	0	71	0
1620468284.942		46471	26225	80	19777	389	45781	18	0	71	0
1620468285.119		39311	18701	81	20138	391	38644	18	0	71	0
1620468285.472		48664	27387	81	20841	355	48031	18	0	71	0
1620468285.647		43737	22779	79	20365	514	42944	18	0	71	0
1620468285.823		46873	25661	84	20748	380	46187	18	0	71	0
1620468285.998		50719	31027	59	19184	449	49994	18	0	71	0
1620468286.173		52186	25509	81	26223	373	51533	18	0	71	0
1620468286.348		57758	30714	82	26600	362	57194	18	0	71	0
1620468286.523		40157	18973	133	20683	368	39451	18	0	71	0
1620468286.697		200848	183131	36	17476	205	200427	18	0	71	0
1620468286.871		42370	16287	34	25724	325	41909	18	0	71	0
1620468287.043		44151	25865	76	17787	423	43474	18	0	71	0
1620468287.218		39898	19077	88	20504	229	39389	18	0	71	0
1620468287.391		48013	26762	95	20705	451	47263	18	0	71	0
1620468287.563		47548	18524	85	28578	361	46909	18	0	71	0
1620468287.737		40264	19589	55	20456	164	39860	18	0	71	0
1620468287.909		39581	18358	85	20769	369	38949	18	0	71	0
1620468288.081		56488	21436	131	34533	388	55772	18	0	71	0
1620468288.253		39661	18930	31	20556	144	39364	18	0	71	0
1620468285.296		3071574	3052043	39	19213	279	3071161	18	0	71	0
1620468288.424		33800	17593	126	15654	427	32997	18	0	71	0
1620468288.596		240079	15707	79	223894	399	239400	18	0	71	0
1620468288.767		91387	68115	87	22779	406	90763	18	0	71	0
1620468288.938		53166	26987	80	25739	360	52525	18	0	71	0
1620468289.109		53062	29965	97	22609	391	52371	18	0	71	0
1620468289.279		82007	59191	103	22336	377	81414	18	0	71	0
1620468289.449		41074	18739	80	21869	386	40415	18	0	71	0
1620468289.619		38795	17191	89	21088	427	38051	18	0	71	0
1620468289.789		43497	18203	30	25102	162	43214	18	0	71	0
1620468289.958		60257	39878	73	19349	957	59048	18	0	71	0
1620468290.127		45140	19543	91	25062	444	44413	18	0	71	0
1620468290.296		37211	16490	99	20237	385	36532	18	0	71	0
1620468290.465		32456	16590	47	15665	154	32049	18	0	71	0
1620468290.633		47798	19546	47	27950	255	47360	18	0	71	0
1620468290.801		41506	16459	34	24861	152	41235	18	0	71	0
1620468290.969		47079	18620	30	28282	147	46815	18	0	71	0
1620468291.137		35571	15043	26	20366	136	35316	18	0	71	0
1620468291.304		89240	66039	44	22818	339	88756	18	0	71	0
1620468291.471		40752	16117	75	24240	320	40180	18	0	71	0
1620468291.639		34135	17700	87	15975	373	33474	18	0	71	0
1620468291.805		235190	16142	100	218555	393	234484	18	0	71	0
1620468291.972		90524	68216	90	21856	362	89877	18	0	71	0
1620468292.138		34509	18629	88	15435	357	33864	18	0	71	0
1620468292.303		34351	18328	88	15518	417	33609	18	0	71	0
1620468292.470		102025	79575	83	22001	366	101342	18	0	71	0
1620468292.635		37636	17922	80	19265	369	36993	18	0	71	0
1620468292.801		34292	16102	96	17733	361	33601	18	0	71	0
1620468292.967		46401	20277	38	25867	219	46039	18	0	71	0
1620468293.132		91332	66335	107	24513	377	90636	18	0	71	0
1620468293.295		38430	16901	74	20966	489	37670	18	0	71	0
1620468293.460		33673	16459	106	16699	409	32995	18	0	71	0
1620468293.625		38295	17458	90	20384	363	37659	18	0	71	0
1620468293.789		43102	23090	132	19513	367	42398	18	0	71	0
1620468293.953		40341	19618	86	20241	396	39738	18	0	71	0
1620468294.117		49516	21151	81	27861	423	48789	18	0	71	0
1620468294.280		43262	17572	90	25228	372	42604	18	0	71	0
1620468294.443		34656	19289	64	14946	357	34120	18	0	71	0
1620468294.606		47151	21205	82	25486	378	46504	18	0	71	0
1620468294.769		39279	18294	89	20461	435	38547	18	0	71	0
1620468294.931		36899	16872	44	19643	340	36418	18	0	71	0
1620468295.094		59468	35985	86	23001	396	58786	18	0	71	0
1620468295.256		38609	16092	87	22026	404	37919	18	0	71	0
1620468295.418		43994	18948	38	24727	281	43565	18	0	71	0
1620468295.579		34960	17954	84	16512	410	34265	18	0	71	0
1620468295.741		53042	32216	82	20271	473	52286	18	0	71	0
1620468295.901		44709	23509	35	20991	174	44423	18	0	71	0
1620468296.063		39640	19814	80	19381	365	39020	18	0	71	0
1620468296.224		62199	18215	102	43449	433	61448	18	0	71	0
1620468296.384		33238	16867	36	15984	351	32755	18	0	71	0
1620468296.545		87592	17622	86	69496	388	86911	18	0	71	0
1620468296.705		76161	16708	88	58978	387	75487	18	0	71	0
1620468296.864		39796	18063	90	21194	449	39055	18	0	71	0
1620468297.025		32359	16546	88	15299	426	31639	18	0	71	0
1620468297.185		37944	17952	73	19541	378	37286	18	0	71	0
1620468297.344		38552	18013	32	20352	155	38246	18	0	71	0
1620468297.504		38856	18640	87	19635	494	38075	18	0	71	0
1620468297.663		41609	19537	82	21584	406	40926	18	0	71	0
1620468297.820		38020	17276	98	20406	240	37484	18	0	71	0
1620468297.979		38624	17931	75	20129	489	37872	18	0	71	0
1620468298.137		45054	20295	84	24285	390	44350	18	0	71	0
1620468298.297		73223	43392	103	29550	178	72745	18	0	71	0
1620468298.455		46303	17854	48	28040	361	45788	18	0	71	0
1620468298.612		40926	20240	76	20225	385	40266	18	0	71	0
1620468298.770		38422	17896	82	19970	474	37640	18	0	71	0
1620468298.927		39939	23203	38	16381	317	39476	18	0	71	0
1620468299.085		38555	17608	78	20498	371	37906	18	0	71	0
1620468299.242		41124	20093	83	20543	405	40429	18	0	71	0
1620468299.399		40093	18751	36	21121	185	39763	18	0	71	0
1620468299.555		97527	56140	87	40927	373	96867	18	0	71	0
1620468299.712		42356	20675	100	21144	437	41612	18	0	71	0
1620468299.868		39748	19326	31	20245	146	39485	18	0	71	0
1620468300.024		49406	23071	82	25873	380	48677	18	0	71	0
1620468300.180		60714	42033	81	18190	410	59996	18	0	71	0
1620468300.336		36924	16230	97	20356	241	36338	18	0	71	0
1620468300.491		37186	17201	82	19479	424	36474	18	0	71	0
1620468300.646		46422	16827	87	29138	370	45772	18	0	71	0
1620468300.957		41441	20653	38	20584	166	41043	18	0	71	0
1620468301.111		32380	15947	79	15902	452	31656	18	0	71	0
1620468301.266		31732	15702	112	15437	481	30919	18	0	71	0
1620468301.420		257965	219809	31	37975	150	257603	18	0	71	0
1620468301.575		103633	65535	15	37912	171	103336	18	0	71	0
1620468301.729		75440	18660	31	56609	140	75193	18	0	71	0
1620468301.882		40581	19562	28	20854	137	40335	18	0	71	0
1620468302.036		112280	20756	28	91344	152	112014	18	0	71	0
1620468302.190		108793	17207	29	91412	145	108538	18	0	71	0
1620468302.343		104144	19611	30	84120	383	103637	18	0	71	0
1620468302.496		55833	26363	92	28993	385	55151	18	0	71	0
1620468302.649		64786	42177	92	22146	371	64123	18	0	71	0
1620468302.801		83427	21895	110	60906	516	82579	18	0	71	0
1620468302.953		51634	24472	32	26934	196	51312	18	0	71	0
1620468303.107		43649	21048	83	22042	476	42893	18	0	71	0
1620468303.258		65721	43379	85	21894	363	65072	18	0	71	0
1620468303.410		91412	37492	30	53714	176	91030	18	0	71	0
1620468303.563		57211	19194	77	37563	377	56563	18	0	71	0
1620468303.715		43597	22523	85	20632	357	42944	18	0	71	0
1620468300.801		3107266	3064986	113	41891	276	3106686	18	0	71	0
1620468303.866		68540	32781	106	35465	188	68059	18	0	71	0
1620468304.016		81010	36161	83	44349	417	80382	18	0	71	0
1620468304.169		52129	18346	77	33300	406	51443	18	0	71	0
1620468304.320		44349	17370	77	26500	402	43654	18	0	71	0
1620468304.469		88293	63369	55	24488	381	87742	18	0	71	0
1620468304.621		119156	68470	81	50225	380	118463	18	0	71	0
1620468304.772		44150	21661	105	21925	459	43378	18	0	71	0
1620468304.922		56140	26008	35	29955	142	55840	18	0	71	0
1620468305.072		89187	66803	101	21916	367	88511	18	0	71	0
1620468305.221		108337	23370	80	84484	403	107639	18	0	71	0
1620468305.372		49106	25953	81	22810	262	48575	18	0	71	0
1620468305.522		42813	21007	78	21340	388	42154	18	0	71	0
1620468305.671		72746	51688	104	20569	385	72056	18	0	71	0
1620468305.820		81677	28918	98	52507	154	81207	18	0	71	0
1620468305.970		50426	16696	34	33283	413	49875	18	0	71	0
1620468306.119		79887	40389	80	39060	358	79251	18	0	71	0
1620468306.266		124652	63008	83	61157	404	123960	18	0	71	0
1620468306.416		76618	33379	31	43041	167	76296	18	0	71	0
1620468306.564		86931	53692	87	32760	392	86230	18	0	71	0
1620468306.713		62412	36985	80	24983	364	61779	18	0	71	0
1620468306.861		95120	42352	84	52196	488	94305	18	0	71	0
1620468307.009		41536	18748	42	22594	152	41141	18	0	71	0
1620468307.157		228771	20617	80	207707	367	228129	18	0	71	0
1620468307.305		107561	57738	103	49511	209	107056	18	0	71	0
1620468307.452		46358	15586	32	30526	214	46030	18	0	71	0
